Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
4.005330648859183,66,224.2540620384047,429141802067.9468,714.4572192443517
4.1380238212264,67,224.19497784342687,432035450516.9867,722.8055010373622
4.302863700119068,68,222.95420974889214,429104874446.08563,730.4586668260096
4.444078540437954,69,222.62924667651401,430963072378.1388,737.0148716656614
4.618010469172704,70,225.642540620384,453691285081.2407,742.2475721925919
4.767519355776625,71,225.79025110782865,459075332348.59674,744.1379475762419
4.921821313360232,72,227.66617429837515,475550960118.16833,745.1110000644709
5.048501545881991,73,228.9364844903988,487810930576.07086,745.7365386455859
5.210902319443069,74,230.20679468242244,501713441654.3574,744.6514137021752
5.378187481427072,75,231.71344165435744,517930576070.901,746.4134384452987
5.516742183317032,76,233.10192023633678,532692762186.1152,761.7017523224099
5.657151746908872,77,234.8596750369276,550781388478.5819,775.9665571573024
5.835657267816712,78,238.19793205317575,582635155096.0117,784.7428408813768
5.984925889355137,79,243.22008862629244,627726735598.2274,794.0162304528922
6.1314743443417274,80,257.45937961595274,753747415066.4697,806.3527836859363
6.288280009550495,81,264.7710487444608,830342688330.8715,821.8438677152649
6.441930961431011,82,269.8375184638109,890775480059.0841,841.5509864033503
6.60150134785066,83,271.9793205317577,924837518463.8109,860.0675393717407
6.767286363666197,84,273.44165435745936,953558345642.5405,881.2446829721134
6.891938257577819,85,273.79615952732644,968165435745.9379,897.7648796349453
7.058261067482293,86,273.58936484490397,981062038404.7267,907.0480946553454
7.230838364822614,87,272.8655834564254,989090103397.3412,910.5019614669227
7.363097920077097,88,271.69867060561296,988667651403.2495,912.1025329813604
7.541245459552444,89,269.99999999999994,987044313146.2333,911.5533305188727
7.6760992541526205,90,268.8330871491876,987342688330.8715,910.1939333145637
7.859537305692069,91,269.615952732644,1014447562776.9572,907.959145019078
7.996553509894531,92,274.71196454948296,1088308714918.7592,908.0414293014973
8.184930564043999,93,275.2732644017725,1116570162481.5361,911.9123460228703
8.33063774295648,94,274.68242245199406,1126079763663.22,915.6384783652662
8.473061122257839,95,274.2245199409158,1137914327917.282,925.9538657327146
8.619165545014738,96,275.73116691285077,1175248153618.907,938.0822287188324
8.822454757224136,97,275.5391432791728,1198432791728.2126,947.5884306355473
8.977680498782219,98,274.81536189069425,1209159527326.4402,951.2102675299459
9.128933347146274,99,274.00295420974885,1219165435745.938,957.3629574118463
9.28399281865738,100,272.39290989660265,1219007385524.372,962.8613753126923
9.442976215473088,101,270.0147710487445,1208737075332.3486,967.6722661123785
9.597321544370372,102,267.82865583456424,1201545051698.6704,971.7391339537455
9.755404100736131,103,265.8788774002954,1197781388478.5818,978.493782606816
9.91733399954639,104,264.135893648449,1197056129985.2288,982.8872492064573
10.083224987834548,105,262.0236336779911,1191675036927.6218,984.108778380893
10.253194588767297,106,259.61595273264396,1182478581979.3206,986.0793328761591
10.417575859721632,107,257.370753323486,1175664697193.5007,984.0505604975327
10.585809115748921,108,255.34711964549481,1172273264401.7725,980.4084666005763
10.758003408639935,109,253.60413589364842,1173214180206.7947,975.4951576478742
10.87158675338913,110,252.48153618906943,1174348596750.3691,975.6134172725825
11.050552250154956,111,250.70901033973408,1175327917282.127,973.9046309101144
11.222886201331546,112,249.231905465288,1180633677991.1372,965.7314633873497
11.399102192939777,113,247.66617429837515,1185002954209.7488,956.2350051185626
11.579305643595353,114,246.15952732644016,1190763663220.0886,941.9965888097064
11.69400588091851,115,245.02215657311666,1192828655834.5642,938.1181493987242
11.880922573432047,116,243.33825701624815,1196590841949.7783,937.6279609706344
12.060042487650401,117,241.86115214180205,1203425406203.8403,932.9062827631195
12.181593952274879,118,241.03397341211226,1210768094534.712,927.4839497055445
12.367202557614286,119,239.58641063515506,1218980797636.632,921.0232183402777
12.55684042003699,120,238.03545051698669,1226047267355.9822,916.3763665655
12.672601171018869,121,236.83899556868536,1228391432791.728,912.4333320877622
12.868907973792403,122,235.14032496307235,1233483013293.9438,906.2879153744188
13.056016187829684,123,233.3234859675037,1237214180206.7947,898.3242013489258
13.178327328662581,124,232.12703101920235,1239933530280.65,892.1974239660931
13.371812419226801,125,230.35450516986702,1244615952732.644,880.7670535935481
13.498307651451077,126,229.18759231905463,1248264401772.526,870.340869892453
13.698436884332015,127,227.41506646971933,1253387001477.1047,858.347284105304
