# SnapshotNumber: 127
# Time_Gyr: 13.820529799271933
# Redshift: 2.220446049250313e-16
# ExpansionFactor: 0.9999999999999998
# ParticleType: 0
# MaxRadius_ckpc: 1000.0
# NBins: 100
# HEALPix_NSIDE: 16
# Timestamp: 2026-01-19 18:38:02.453307-03:00
Radius_ckpc,Au1_Rho50_Msun/ckpc3,Au1_Rho16_Msun/ckpc3,Au1_Rho84_Msun/ckpc3,Au2_Rho50_Msun/ckpc3,Au2_Rho16_Msun/ckpc3,Au2_Rho84_Msun/ckpc3,Au3_Rho50_Msun/ckpc3,Au3_Rho16_Msun/ckpc3,Au3_Rho84_Msun/ckpc3,Au4_Rho50_Msun/ckpc3,Au4_Rho16_Msun/ckpc3,Au4_Rho84_Msun/ckpc3,Au5_Rho50_Msun/ckpc3,Au5_Rho16_Msun/ckpc3,Au5_Rho84_Msun/ckpc3,Au6_Rho50_Msun/ckpc3,Au6_Rho16_Msun/ckpc3,Au6_Rho84_Msun/ckpc3,Au7_Rho50_Msun/ckpc3,Au7_Rho16_Msun/ckpc3,Au7_Rho84_Msun/ckpc3,Au8_Rho50_Msun/ckpc3,Au8_Rho16_Msun/ckpc3,Au8_Rho84_Msun/ckpc3,Au9_Rho50_Msun/ckpc3,Au9_Rho16_Msun/ckpc3,Au9_Rho84_Msun/ckpc3,Au10_Rho50_Msun/ckpc3,Au10_Rho16_Msun/ckpc3,Au10_Rho84_Msun/ckpc3,Au11_Rho50_Msun/ckpc3,Au11_Rho16_Msun/ckpc3,Au11_Rho84_Msun/ckpc3,Au12_Rho50_Msun/ckpc3,Au12_Rho16_Msun/ckpc3,Au12_Rho84_Msun/ckpc3,Au13_Rho50_Msun/ckpc3,Au13_Rho16_Msun/ckpc3,Au13_Rho84_Msun/ckpc3,Au14_Rho50_Msun/ckpc3,Au14_Rho16_Msun/ckpc3,Au14_Rho84_Msun/ckpc3,Au15_Rho50_Msun/ckpc3,Au15_Rho16_Msun/ckpc3,Au15_Rho84_Msun/ckpc3,Au16_Rho50_Msun/ckpc3,Au16_Rho16_Msun/ckpc3,Au16_Rho84_Msun/ckpc3,Au17_Rho50_Msun/ckpc3,Au17_Rho16_Msun/ckpc3,Au17_Rho84_Msun/ckpc3,Au18_Rho50_Msun/ckpc3,Au18_Rho16_Msun/ckpc3,Au18_Rho84_Msun/ckpc3,Au19_Rho50_Msun/ckpc3,Au19_Rho16_Msun/ckpc3,Au19_Rho84_Msun/ckpc3,Au20_Rho50_Msun/ckpc3,Au20_Rho16_Msun/ckpc3,Au20_Rho84_Msun/ckpc3,Au21_Rho50_Msun/ckpc3,Au21_Rho16_Msun/ckpc3,Au21_Rho84_Msun/ckpc3,Au22_Rho50_Msun/ckpc3,Au22_Rho16_Msun/ckpc3,Au22_Rho84_Msun/ckpc3,Au23_Rho50_Msun/ckpc3,Au23_Rho16_Msun/ckpc3,Au23_Rho84_Msun/ckpc3,Au24_Rho50_Msun/ckpc3,Au24_Rho16_Msun/ckpc3,Au24_Rho84_Msun/ckpc3,Au25_Rho50_Msun/ckpc3,Au25_Rho16_Msun/ckpc3,Au25_Rho84_Msun/ckpc3,Au26_Rho50_Msun/ckpc3,Au26_Rho16_Msun/ckpc3,Au26_Rho84_Msun/ckpc3,Au27_Rho50_Msun/ckpc3,Au27_Rho16_Msun/ckpc3,Au27_Rho84_Msun/ckpc3,Au28_Rho50_Msun/ckpc3,Au28_Rho16_Msun/ckpc3,Au28_Rho84_Msun/ckpc3,Au29_Rho50_Msun/ckpc3,Au29_Rho16_Msun/ckpc3,Au29_Rho84_Msun/ckpc3,Au30_Rho50_Msun/ckpc3,Au30_Rho16_Msun/ckpc3,Au30_Rho84_Msun/ckpc3
265.0,275.64238661897315,164.3240128356858,452.88773146795796,483.79126953560905,354.30085950760895,724.5740197980239,342.33931854701865,244.86398666712384,509.6435881865821,316.431238457806,232.54476254016262,457.2664495177991,350.0626808531382,217.65512150176892,528.3669321989852,243.05749636903272,167.92704860314606,349.36929478036956,275.31856077143937,190.42866568911856,416.0168854431038,317.2563303144675,222.10251834645516,467.7881644533097,206.67376812998825,137.66266668321907,290.06901858680044,214.61780756468136,138.1888985328727,325.6637608278479,298.92754369423136,133.51871872896953,617.7838915280124,261.5997593952914,179.98002307693156,395.09917018077766,348.42377682151505,207.79748025963204,562.4049226035711,392.237802309741,263.4813725910495,560.7366853082822,292.63079463117174,193.37612809652722,454.13291260806966,352.01203174628625,244.78900430319618,492.08776367244974,252.64807564687587,175.7010026202936,358.3420947020521,425.27426053053773,295.4976367917031,722.1090667139922,298.639917249492,194.28844267527532,494.44708759526964,337.4550097036291,223.49403470218553,541.7818791817709,447.44704737557583,300.1521194555339,702.8005906818238,134.40761029270035,79.63843053292169,223.95891770097109,364.78529776002074,251.85533396083895,520.075483353909,420.7914300396547,301.7962606531599,588.5362881797678,282.057806200208,181.8196393092914,449.5765529504386,431.9622307234972,302.65266890903933,600.4070173693095,495.1867284121546,372.0841554997625,708.414291386182,428.14047442258794,300.577411968047,617.5711225766647,467.0259860274735,306.03949808715333,691.8898574718985,293.5818121146815,204.18154801983732,457.95456361744687
275.0,259.14561389074044,156.57478879731104,429.9393180643341,471.8512738048845,346.53043710978807,688.0982074232406,324.9166739948734,232.25570793685696,472.08458605729817,293.9273590027346,215.20421891343676,420.56051055455777,316.5028556899994,202.9623552907534,484.7797526761824,218.98810552299798,146.9785076188034,317.053192535643,253.14996534905168,177.5098902975679,374.95617701353746,298.2832927353278,210.70665183199924,439.0218702843035,186.5222310723982,125.76425158617394,269.71044979379224,192.85156376957295,125.4211936492478,283.89994609781235,289.73421699837627,131.70865765124293,584.7797863926872,247.3630663666748,166.92450286050817,363.6713497698494,318.33011885237823,181.02954826621567,530.0809754330861,334.25767891594893,202.89027159428062,493.32707858134137,273.7506691858693,177.49266429241803,422.34429821477494,327.93255817823774,232.69675685818692,471.3901981778768,229.11843366766618,147.11999471063808,330.1487276178748,416.12296945081795,289.2433732216024,701.8754884461298,266.98020191408824,166.18127160425556,451.6467365725731,307.8570058916086,200.94409825084153,509.4790029581182,423.77419077847946,288.67077379654773,652.9227404613412,121.86148186521994,72.00724971154209,207.74590977347933,343.1768212496039,233.8458432357742,485.8047314965426,387.5547534023066,278.2712483128862,537.8784392255209,260.86024501480273,171.71180992639933,423.63581225413753,397.32419641586455,270.6944823077935,544.9309215258858,471.7221272492469,353.85463584432665,662.0634965067605,384.98273096154657,276.2737662327456,559.5350087773816,433.65542747871007,282.438372326494,645.9026771180365,281.3283882856742,191.13279260247728,434.42136978200006
285.0,249.6845683301163,141.8883596627264,408.3207865051068,461.0372868195416,336.06567547675894,671.1257695374941,305.42553270542305,219.84902099776622,440.3860028824447,276.426250777933,201.96445447042396,391.86997602208857,293.46920836952984,187.57625518496806,443.55503230624856,194.44655604083982,131.3771404965928,290.26354086915813,235.89858779673966,167.09714993204025,347.6719419256913,282.52617999604536,200.3355220577204,409.21265096325266,168.48596765277173,112.61754473681721,246.0649282193992,176.87680642869228,114.56445429019726,261.2263584300666,283.6106572067323,125.77840400555591,540.0844954427383,231.6385372647985,154.07716314043947,343.9268764868879,294.46912199394154,158.56201325186154,486.5874822551244,285.14954143757393,161.8032392136204,419.5968712715784,258.47509983071234,156.58570995262755,389.9979067472523,300.4175477228532,212.36104859817559,430.9061449886277,205.71318683911622,121.10334262706775,301.08639565934266,406.9169677759524,285.9175683919113,704.1001844034739,245.8867868243492,154.2450376584423,412.2831276964823,276.4737237520785,178.6993777926174,487.92641122167896,401.19017350141655,279.40953372651006,605.3004884088344,111.93702228564786,63.06086250927751,198.10486856920377,318.9034655484048,221.03491620524017,450.782328423005,354.9312397924994,254.89652421880376,490.91798802234774,244.81937844252008,155.63710550989182,395.3589176180983,353.8352611064995,232.73339232343096,497.83540072672974,442.4102384624917,334.0863383460156,615.4567812630357,352.5683120025188,250.01880176697114,513.4482417432962,386.7559066224126,256.0104613817111,595.7735713306623,262.3440625847576,179.91729732049518,418.8180346232232
295.0,239.05058798359312,135.26196907770614,394.3571815117989,446.8304868704404,324.79761269581616,630.5550788604223,290.477769927454,208.44870244880826,411.48788419894004,257.24025781993305,189.3832153394869,363.28208401164,267.9472261270544,174.4476540120889,413.26385937890086,176.8596642202568,117.54560389818903,261.23919302958643,220.53289926094084,157.58075189027306,326.8718464871718,268.07738036966185,185.3094156341922,386.45182979807873,156.46737872280698,105.18907539640715,230.08979841780584,159.60932039675686,103.70320654470375,235.01523521659956,280.59654549806737,123.46558869372222,508.10094803296346,217.30757917112044,140.31715354070712,326.17444726217013,261.82090946441537,144.20707939339326,455.61724367686435,238.89913050745398,134.52709722792704,356.0451837025964,233.30546490390225,137.83950304046363,363.3388575239939,280.5546500165483,197.2644728941979,402.5610460361901,180.82216221074768,104.83291306897074,274.18527004251195,399.5995942747618,279.9539820425955,696.449300564276,220.21026982060644,139.01048920988194,372.4566063651693,245.37724457294323,159.1468616927487,462.1235836929112,378.91713012163626,262.6908176575396,585.3869853019229,102.71785466321211,58.59287590955279,184.6136567669501,294.48856226936294,206.64533203028887,422.1598579731219,326.5274668579487,236.59431058657185,452.7803277922754,228.317655537705,146.77155088395767,368.08805136391754,320.19502583065156,202.54168989174718,464.5169527378669,412.6167389449698,305.7605530707326,568.1126459796302,319.72537160183083,230.58291903173284,459.6455957817501,358.53673827125505,230.75637352285338,546.6168895000509,245.74974833257193,165.9502160077119,392.8279032182469
305.0,227.22216127376953,127.62081849856263,396.0835225977782,423.8227317559272,311.2388897620697,585.1094042986717,279.9036659333617,197.70332377191482,394.91635103288144,242.22303802960656,176.28895707908168,346.53884850669397,242.69678441548234,158.51797493272178,377.99334346717313,163.17233638522242,106.32431055855751,238.63179522911437,209.94324045511644,150.16505681378302,306.83641656874414,248.43078836824634,168.44588476642647,358.6965013425785,145.66491400347218,95.18699968647455,218.3715805950033,144.05853003170202,95.20070206144523,214.2197140090772,272.77589030881364,119.59985508724876,474.13541810110286,202.17779216071986,133.5072299638669,301.8192143088124,237.26179422340476,123.18145199647923,411.61685307679664,197.10191573796448,116.29091366302218,307.0367891271163,217.9079327185715,119.0527763443404,332.73649550061117,267.7013934189795,187.1752908406379,390.8114365214707,157.71641506566667,89.8799825227595,239.50658333131256,388.65513656741746,272.24928613367854,653.01057175237,202.1089633217548,126.0008714189548,345.24928872254435,228.09808256372446,143.7782069713376,418.75947411787877,357.7395246104534,251.1223930801851,557.4853716871995,96.43313259541301,52.22274952658784,173.17381999422088,272.4503698084256,192.6342103450759,379.39967348698394,306.5551252076532,218.55715339281195,420.9485905324475,212.50784963630545,133.20419913469786,335.11164390037516,286.69407185510863,181.64927545335217,412.7295725065294,382.2440365069773,282.00389510029,524.5603169679358,291.77760140097496,208.0443695556786,418.7510261210371,330.7976900792445,197.5118794192251,499.0529161698258,233.93626588656116,156.4122407725172,369.7696954660031
315.0,218.97805648283213,123.80313233378999,372.06509413627,400.0119185085332,298.8149510350964,541.1127348246758,268.3455166277205,189.553541276969,370.290316082867,227.5136687723415,164.23318653935902,322.23502251716417,221.5787960205932,142.15801240385028,343.91006771759083,148.82475761636877,97.51809265594753,220.2187031481444,199.27537551549716,142.50815493809802,288.77322427833496,225.59397339106349,151.1284598203397,329.5641412759801,134.36469628830702,89.52360164716796,209.0482991900344,133.66692338088254,87.7498570348724,194.60618019795717,263.8008546588826,120.38267784112963,447.9204782180258,187.2220371668775,124.90333108845986,283.00973923515073,211.23717918915403,110.43122567559695,366.40776406509775,166.38801379176232,101.22823645745613,265.3189001975608,195.92252734820167,102.76880953417162,293.3444878095995,256.06705994728736,181.05618509267296,369.4769597469864,133.37273447684316,77.8928212313952,209.88739917209463,369.5359373318058,267.4345142723546,591.8270378706276,182.97518237770828,112.60258521427352,324.139684040187,202.51588007373192,129.92201179980563,379.7992109513807,342.7798360434443,236.51289087220368,527.9282533043893,92.55875474430599,48.90497723493256,163.61852865649254,249.48958914223215,178.37504408310676,349.76928463546784,281.9866621009048,204.1801991007849,387.56465002384573,195.7025669837747,121.3053806220965,304.9304170044864,250.11167850133376,163.69651158048555,372.0791176487941,357.1975712451019,265.0866222990766,498.33319752836695,263.7198514755387,193.12951726257432,371.80825877013586,303.22493924531955,168.45010848901578,455.1592835853807,220.84274637608587,148.81116829692013,345.0488225094283
325.0,209.56823247349556,116.57027327358936,351.0837836330123,375.08712251976107,278.777886577258,500.28810599916454,252.45441091233977,177.7852498635573,349.5174838641203,213.43572109473507,154.36033242804623,296.33207703174634,202.71132525610977,126.3017249002551,325.78346934859803,139.92461764064976,89.18457891206268,207.57028072965736,188.5029844214513,133.90698782465157,274.64421980832236,209.30845785688336,138.31686675281082,312.34948598224156,125.38786296648746,83.33717031889731,197.20042690775972,121.61159920643799,77.74958291663506,179.2323078763607,249.21163974466907,117.84935372940232,410.34302648284256,174.09191524456355,116.55730103179344,261.74184292020175,190.25328822120332,97.7375491049644,333.84023849210774,148.09800070882562,90.10134407306005,230.69583887262309,175.57833663309776,93.12793618541846,268.66586513725537,241.71191329572503,171.7929784472164,353.4693847716933,115.21022326831635,67.26240700942371,186.2100733537967,352.1942096135689,246.48448705577894,570.9899046329031,168.23600814506543,101.74981839348736,296.9727981059612,187.07088283095084,117.70367281868135,353.8704339661086,325.8042328039232,224.51949775856468,491.26998563415117,87.63742942126916,45.152674072933735,159.33433768221542,233.37315533450715,165.1238194286894,326.24066688820926,260.51025898415753,184.19257805391882,361.8355842472837,182.36930940784288,108.53622862340706,288.36229709248187,221.47265016886195,145.6855612073041,330.224174671741,339.3351346662182,244.81684047265097,470.04130810587634,246.04739398866806,180.2119005987266,349.681535295168,277.760233691464,146.97120256323373,418.25164193899104,208.85769971923852,139.8287955208771,318.2485532746676
335.0,195.35551965917017,108.35786806418075,337.9492650526288,353.50433426612847,259.76109205399683,466.98386984879136,235.824963250856,167.73502616949145,331.0321523469063,199.5606861347871,143.2518403265951,280.0630096321512,182.37244236653208,113.52469098719246,304.68068260637597,130.83005760695775,83.12913313400374,195.26005777745235,178.79132511711526,125.69560538697125,261.9329557079669,189.22819634640456,122.47175051680347,291.92775498963886,118.34494138849116,76.0891243675815,186.0183925046577,111.3155881736081,70.57862369554597,168.0416444569798,234.79171291066865,118.68700893382011,379.64264886816505,164.68218070383955,109.308980862931,245.71251732864295,172.6416076119412,84.91760276854494,302.863741172582,133.36952499234775,82.04042361035063,205.68980724515112,154.77004828517607,82.95103191757704,244.8553008601655,226.80841474640397,158.43682461383682,334.97695209784564,103.93210041512812,59.856883908521034,171.45582355244713,338.32702090869725,234.9893285216545,543.4139694151979,156.14814196147174,95.3400913447768,282.4052673608518,170.97929147418452,107.96131932856697,327.9967228923377,310.3829214008682,215.98571159374876,454.3740505148528,83.82138731059011,41.94590590226034,151.25446175200776,217.98369394117827,151.67768557835507,301.5042271885655,243.0670953273463,170.84970302139484,341.19348298237384,170.79433858782522,97.57671818638256,272.1547356880973,202.59073608232097,131.57743825329413,305.5209421106808,322.87192427096556,233.30006093930052,447.37764630408526,229.57174237493342,165.5192698984009,327.9645710942449,251.20323895985766,125.85493931721531,392.5371437205393,197.60978441175968,132.575903946263,298.23289445233326
345.0,183.21785410531234,101.4924829693404,327.78271012679545,329.60606457228226,243.53064305599054,439.1379072759147,224.44661988133322,157.7433445742338,319.18218638244826,188.04187956177466,134.14222239032327,266.4881440833678,163.3524976111627,98.05105489257633,283.0948737306276,121.12862399923453,76.3180155352309,182.08630947102782,170.67054368951267,120.85993384475594,250.75426081210085,175.85460035730233,110.74086676313057,269.82444340582657,109.86816620176789,69.7706783322134,176.5241498195463,101.21342611346367,63.2834922312859,154.81221533290173,218.3873288662664,118.62233441114365,351.64152629640415,151.7089683505119,101.29269767236201,232.21228966231482,156.45921365785267,77.95094557224861,276.48005464633326,122.58417105212388,76.10338897875003,182.48553093136312,137.87470263001993,74.4508951365679,222.57808497807136,214.3488668938657,148.0109373306166,315.8081713871004,95.60336224852819,54.03032607702953,159.5220838503534,322.5158025103399,220.55884603367835,522.1828859250935,145.68854412242135,87.66283274398086,263.3804687517353,161.13673135125427,99.2076136672584,301.1839898212099,292.09409574830966,200.2593726871611,424.86803575084605,78.71420942981952,38.40453945256611,145.10791488610678,201.99615354674324,143.0482739936665,282.52157989438615,222.7907253236486,157.36460185452378,321.291207091325,156.64205313839574,86.15304752628307,253.98778957249448,185.59321422118853,120.553558823296,274.567086841992,307.90815447515234,216.96470845118662,422.4019109053124,216.32872407919086,152.2200778947502,306.1124647617112,234.49500640159104,112.74120217564932,366.203693516216,188.75289916691787,124.11631648126436,285.4741454266435
355.0,169.61184900607282,97.63206066115028,311.1728675559983,306.23146374345873,226.36141695761512,411.39676100841876,209.15322878469937,147.25863476057884,300.5641348607513,177.46945373213214,125.7277079639235,251.80519215977463,146.90460266906786,85.53977115038788,262.01432841987014,113.94456071828566,70.85583117652762,175.08593960608087,161.36205686651908,112.98122836570245,238.08992685092622,161.35713497570032,98.23709778890886,250.9624655288659,104.03227266440547,64.83918891359575,170.626215305005,93.22480965641574,57.42001240158679,142.9373974347678,205.37571394992858,116.35585709957643,321.8980303668272,145.0298168752506,95.2189919142494,220.16478842117024,141.2999207280074,68.46818411693464,241.0534666558156,115.03881463927567,72.95162635523056,166.4247768017233,120.76199776938462,63.035492195239115,201.15266616383332,204.7436631577628,138.63787461840167,302.95811249025957,88.45972530872896,50.886302959577066,151.44755953829693,309.30726969580564,204.5484832739957,499.49773963613075,135.07794760579563,79.96327976329297,240.72084866868914,152.29806760585296,92.24449690173653,286.6369557242673,271.6364872546469,186.60800551692247,398.52107619967785,75.90471526446218,35.792233704213054,138.3764446294676,187.18403573572107,132.09428866296813,265.5290259228859,206.7819442238156,143.70938800859193,300.6667914406862,141.9621696236944,76.3535868579824,232.75428200837814,167.23431509859523,112.8201530635291,251.84401254316273,285.1618553475686,203.95987944258766,393.45663481497536,203.52972606655476,140.3947583360874,290.1851725160475,215.220465418214,98.41776876289823,345.1231733306189,182.22104834088145,116.50059608846955,266.9435453397933
365.0,160.3098353872785,90.56996141079132,295.5739267968793,283.85704728199573,209.59001258182212,386.8774223488549,198.18116159954457,137.2501045823034,286.84489881921,167.33609552644828,117.65022625467729,242.86701141929186,132.27457613024154,78.79739676282593,240.58890760227285,107.22341638977521,66.177728421129,165.69878977169978,152.0591341937058,106.59853947286956,227.52361897735545,151.47301141386023,88.75378112801157,237.07910432891248,97.27789543053058,61.418473604024456,161.08021176112248,82.19125298831582,50.40986178065383,129.76201494449947,192.12176523108627,110.5713098463307,301.42469370765485,134.1279146970562,87.7542606264881,206.82845566409745,134.9450038311241,64.83136515889413,224.05599686547345,108.98978922350258,69.17831971863889,157.02605471821838,105.97847098635665,57.23141099461209,177.89600499230224,194.82592533836117,130.58965991927315,284.1260505797728,82.21270342726088,46.48273537249024,140.47467584728656,292.1034538006767,189.56748228220007,476.16719082981746,124.21057574995136,72.37371723988107,225.10472596979338,141.2290478198519,88.49738089486989,263.8468072066058,251.2601322890581,172.15272949365726,375.40462623768514,72.4288118981693,33.439647865872786,134.3665435769638,171.19255876447795,119.7719520713781,249.77964397906536,190.06699551748207,133.39259479679546,287.80765094042704,127.55840957417192,67.80422398032765,213.4532401908307,155.12420754047747,103.1095777005724,235.87001653656162,259.84402342025663,186.13174236884117,368.67588053305025,191.1509909553332,129.59008483122767,274.50760907866317,194.6493448203842,88.51093876492986,321.80859549833224,171.3181823054689,110.22446112238582,253.81087238918317
375.0,154.36140836226045,88.57288711633397,283.75766880799085,264.59987878013624,193.63684534154055,359.1754749336819,185.52580371891827,126.92836361259482,273.74090616537666,155.96493511743904,107.85949033323101,231.28700929814946,120.31477047796218,70.25230394219288,220.07942529776912,97.47048824212526,58.62849276200867,154.7616382453586,142.8401139034126,99.70037490341593,213.16524603698804,140.121547994166,81.13707078236531,218.88801900427995,91.95566014163387,56.40281624728863,154.05491464605402,75.09821784543985,45.73782879254651,117.41600112599463,177.57737574828687,103.93546381121699,281.5727783054605,125.6525153723529,79.6447556920187,190.26037819276965,127.56475216779965,59.72709352742533,208.48331012874985,104.17773671300736,67.90380396285065,149.11338548076964,94.02156207202881,51.99084012596568,163.7453035802012,188.58473290448165,125.07141475916185,273.1619049760175,78.62509017720805,43.8545009024719,133.8893946603213,280.0699945605089,178.52091248715635,447.04420808290297,115.9295668994452,67.851046758714,206.8987401147595,135.2820523046579,82.59375498683248,242.15467785004543,231.33922111273756,154.88025025969011,349.2047501221372,68.58735850152966,30.80348132412179,127.16874003630568,157.31969579318633,110.02185168438692,226.69534644181329,176.78760931111515,121.55894397077489,266.9519918022725,116.21439713438133,61.54065110146263,195.3025901798727,142.67139080204487,97.96829765878223,220.28450654350993,240.33407453835855,172.9153530771703,346.94428123080775,179.6522244574311,118.66428264064179,256.6774124384482,176.33355621546403,80.69821102273083,299.7411452121872,162.19031779856175,103.33760126951893,239.46502606105113
385.0,147.3510155659232,81.18710440272052,272.2721408646111,249.06335947920357,179.1170408514598,337.12757464099883,170.2494909461194,116.50170791006435,254.33996480547142,143.97989527029412,101.93909491761399,214.39997884837888,107.92979278589338,64.00579655595713,195.6990577782891,89.23824745440679,51.68610963315878,142.3577982830894,134.42292317191436,91.73129223907091,202.25178562781312,130.0222877785878,72.14708551713406,202.5293723028566,87.41435800432907,52.19282582822384,145.4278807037563,68.67196927164741,40.95228990252894,107.27444203642087,161.81345981713147,95.94513231082269,266.1090146269013,115.99567797593924,72.31980104832162,182.91498329292304,121.17032046995854,57.38137804195583,195.21058923894137,97.57429248774973,62.63069867222825,140.62653200225466,81.54741448457995,47.51980483029992,143.8087320205357,176.77011914116963,117.76131316941155,257.345786073309,73.85144589574841,41.60745759411181,130.51827158643272,262.54296530238383,164.70717606227743,415.71178530116595,107.88499204730041,60.80128099757055,186.7168359168764,127.46088427164304,77.38758061320358,228.59677291213944,212.26349784937062,139.02975925999735,320.4568076210876,63.67025000118486,28.483733418572875,119.6798954973045,145.46863726478242,100.68839765097853,211.36128137306034,162.75910945766532,114.60703442681427,252.57604866576244,105.12733213562097,55.40082505246333,178.46260477299674,133.16551852402227,92.21235517973825,208.5557072956398,222.34752412173228,161.0018341139671,320.60514718017964,165.53847657180114,112.47113228653814,241.8814365130699,160.22735493831115,71.0109218824223,279.7991976301955,153.76474661155493,97.70247568279068,226.56904561587655
395.0,139.06930992804286,77.35529547385417,262.77052256720356,231.97271871044597,165.59169542245104,316.1629073073673,158.58182155179423,107.16011708177518,234.8310345482227,136.23309907373186,94.79691020545515,205.13039789174223,99.79719878439086,60.00658348027963,175.53506032706431,83.62685854908092,46.868114106687756,133.53697242230675,125.84357862936989,85.09367828985899,187.26806562456855,119.64775183524766,65.06228257379706,186.91053721863068,81.45209142223486,49.28341315099483,137.5338151550426,62.42620101801646,35.60253935755986,100.18630187726838,149.8417439054054,90.08709832761433,248.4799045667354,107.69285830707784,64.79496741922873,174.9788996324268,114.20536515372609,55.305635569203304,184.37766552115264,93.47584270242962,60.49040064607685,135.14684473044016,73.43673623027668,41.80589800687302,136.76524396270088,168.04137066149843,110.40040935259955,242.0613311701411,70.3409550538503,38.88925362122339,125.25202101586359,245.81027737857613,151.2115944623008,389.2437977010363,98.86922992559897,56.99590948656616,168.8825350801601,118.0537565658356,73.62676276878196,216.24033375381302,193.33099578223568,125.45438251194115,296.42032834272396,60.16139591763948,26.606091629459023,116.03749896577695,133.63638727060152,93.11053881489718,198.55398200335324,153.0418325319182,106.44134281299117,235.0805346199456,94.77560621233576,50.055261549316015,165.0664885982744,123.37497142533886,86.25983484742093,197.66465554314155,208.3808210257983,146.98572920126426,296.3233054983634,154.55524895585057,104.24513382084874,227.6707025725682,145.77406424987683,65.74679717333123,261.7396131317048,144.92198873680016,92.62401101159774,213.89867509851095
405.0,131.86541338097624,72.36947779749028,242.8629968000693,216.7866912188445,154.33638153568634,301.71146292330826,148.04220200785596,97.48309673398455,219.73934809845397,129.3703539191595,89.7350590510066,195.61854558582567,90.19399384380812,54.18835170174376,160.26345395224197,76.94440362914946,43.32607749880568,127.40873309108576,119.98417119530586,78.40470098695262,176.00988800627988,109.60316328386996,56.04532009446331,173.58309651814704,76.94138806180666,46.73435265258169,129.09254541807604,56.108763719268325,32.17168242316434,92.66220614036727,138.08620978774985,82.71430374434938,231.90505976595892,100.25231974920105,58.96204631453664,163.47026349951673,107.02289483347602,53.01837956854394,175.7330128174675,89.05059316685166,56.97875364020768,131.37973574524685,66.84423468932975,37.178736493560095,124.53275796734007,159.07260710715977,105.43707899091538,227.50156877473378,66.71511252009584,37.78952491865667,120.7880021302301,229.08569776248135,136.3950231760791,362.7159042377445,89.76076276901475,50.519509174765425,157.0474707463895,112.6224471096592,66.95972695989893,199.28539276195863,181.92092980655872,113.96876179689089,277.433290921492,57.10458555767891,25.343198293109577,110.34373259919653,123.67962672116954,85.57890698899865,181.93089035356627,142.862137270978,98.8433794360031,219.2010724481207,83.60445060228487,45.30227774503426,152.12002122684282,118.53289855732586,79.94676125009036,189.08484031240295,196.31824960913158,138.51924302269654,278.869966630069,143.82009103515804,95.62780755819337,210.74680724301308,135.61412918194756,61.74924574376875,242.92486590285537,135.9488361993868,88.09280389663073,201.78684178017943
415.0,123.96703364885701,66.41831261916352,232.4972079562367,203.61520633612795,146.38389580794242,287.83751034740135,135.81203066345827,87.65539561917737,206.22970605639154,122.8249592155575,86.06137757711866,190.7662797475467,84.2974008476411,51.67281274019257,146.58074614250907,71.80912980081818,38.132869288370344,124.99484918683955,113.63545691285157,70.71879317919924,166.01098652071315,99.86670558764098,48.062015727251364,161.7219290114788,71.65222341798287,42.95777493580648,118.38997535493888,51.78893987490036,27.73567086553816,86.68502320855352,127.95643886635229,75.67933282898821,220.03234383767517,93.41959862870341,52.69296565794243,151.68097722737915,101.9174265472584,51.98688631421121,164.69265461225947,85.9707525310678,53.504511462091195,129.3202296698634,61.06067221100231,34.97906793705193,111.05515466705157,150.08308644748354,99.07270650785237,215.8431755708859,63.223474227520526,35.77779394637233,116.80958747650415,207.9597500230077,122.7801675995455,335.86648112469834,82.38424742056468,45.6874101867935,146.14019293915254,106.51459505489817,62.390082441944315,188.8647718567603,171.1333717666709,101.20925417217929,262.614667591883,56.11968467112283,23.387654613086077,106.39574185198146,114.93497442643724,78.10803445633867,172.99638718402184,134.1981415091705,93.61116786035392,209.4210300999003,75.88156788012765,41.740812667658936,138.2700161005117,112.55517809017147,76.70269510878371,182.0512435399464,183.29639972277533,126.46261718187495,261.5485817111125,134.3669173331498,89.03782605822128,195.3023436979789,124.52754538574796,57.690091573757975,226.36278057731093,127.42857252812334,82.78912133223135,189.2361728798772
