SnapshotNumber,R200_Au1_ckpc,R200_Au2_ckpc,R200_Au3_ckpc,R200_Au4_ckpc,R200_Au5_ckpc,R200_Au6_ckpc,R200_Au7_ckpc,R200_Au8_ckpc,R200_Au9_ckpc,R200_Au10_ckpc,R200_Au11_ckpc,R200_Au12_ckpc,R200_Au13_ckpc,R200_Au14_ckpc,R200_Au15_ckpc,R200_Au16_ckpc,R200_Au17_ckpc,R200_Au18_ckpc,R200_Au19_ckpc,R200_Au20_ckpc,R200_Au21_ckpc,R200_Au22_ckpc,R200_Au23_ckpc,R200_Au24_ckpc,R200_Au25_ckpc,R200_Au26_ckpc,R200_Au27_ckpc,R200_Au28_ckpc,R200_Au29_ckpc,R200_Au30_ckpc,Time_Gyr,Redshift,ExpansionFactor
44,131.19455493444607,118.87764691497367,185.80068137523645,85.66532340640073,85.10917939671165,96.40641219147683,63.71590417272594,96.60975576344187,121.29152728794634,119.73300698902186,85.36366119450905,98.21312026814302,120.9429210312725,135.63382347653499,92.76093776306608,123.20551405055731,166.98222104402285,114.59406329517047,79.77215821929117,94.80769811556793,124.32169391814456,76.22218798690443,127.79207915283155,84.04671033258651,100.70181427688678,107.454049986549,89.37019249568634,118.05075010367511,112.67349117358421,105.59034942085455,1.1153094307021123,5.227580973127337,0.1605759932010687
45,139.90493998936324,124.50237901790912,193.24033401419462,86.50658377613205,89.58388684473859,104.43194190080634,71.51307364172933,103.9002758573251,125.54386618286173,135.27278309465072,94.67084578080254,103.36125488036394,128.16233244092834,140.60605534484154,95.50227208775688,138.31948458277688,175.38763471667846,125.92810373909973,64.16331829883293,113.42083596894747,128.04441163897673,90.71355625399978,138.29494615000084,91.69372482181599,108.95090537980998,113.46850561254827,78.43056997929912,125.48005746250679,120.32565631503392,105.9456729635616,1.1971818637655258,4.939380663491011,0.1683677232791182
46,145.5272424356484,127.04193090748714,195.07587914694125,88.55482830803568,107.12135193427791,101.64125586252605,81.66043019952616,118.28252395662531,129.656802153225,143.10142266393254,111.08139543841507,109.04215492821557,132.73689218093043,152.86248580217188,98.014888869673,146.6799551043624,183.6354065490223,154.6791873534767,69.26554779185295,129.14797048468813,131.38882852117803,101.63941987763646,154.76295004134442,95.28804453351214,97.20556034492289,133.65591805435415,89.86429230942036,129.22784132434677,135.1220014613516,108.13076983023063,1.2850184010432497,4.664517702470927,0.1765375363843931
47,147.1536941754883,123.49404952018438,192.75106053199673,67.58660007687608,113.10946612437601,103.57838482988326,88.25220962497396,138.83961800261025,123.68956542004523,147.6299728424795,121.35289535772947,84.31946402790801,135.29280302569248,158.46515310466756,99.01126797473306,157.2865277629907,186.70578894404795,176.1627721455802,90.92470001326527,138.76812453113052,133.3817076644346,109.73856488529412,162.62750675214926,106.19975348322446,108.95096034941744,141.87473189748107,98.72416171490029,135.04950754301586,142.39296336889583,110.85528345503462,1.3695201902254341,4.428033736605549,0.18422877390319162
48,155.13363209237951,137.26344146576537,190.29482057950517,66.35058096803641,120.85463984167048,108.34256772782506,90.66403413462713,148.79449298287875,133.4829946631648,151.84254672334876,125.82548647586867,99.62194733199635,136.05014129569437,162.62582468216058,103.78961104355996,163.4696301447179,192.03087072272524,188.01773757169042,109.50076636336486,147.83294262111372,138.2464849440524,120.99166807917977,170.23223312234956,115.3951243909566,133.34588946820503,146.16407633214746,108.6161514642194,139.17329451389435,142.43464132528206,116.275759490521,1.4698784905942934,4.176834914726472,0.19316822276007173
49,176.89199895832027,147.85638166174033,190.61109371306324,75.76371397577381,131.36740136818494,112.30686587958064,93.5864383463348,155.95913267564825,144.451443241711,156.88538155549392,136.6492550475453,107.74619146242631,140.56652120314678,166.41098787708236,108.35650802028027,174.4904647591861,197.5043704415803,196.62822086198574,124.75033592329945,166.10942461048413,144.76567150587104,126.11277963236685,171.6108269020926,124.81312220895539,155.56927722552646,152.77237962160171,129.88188070798495,149.18670113220034,151.76297271957048,120.12728199558447,1.5775064849710334,3.9372610847275835,0.20254144612552438
50,195.4733973603448,161.43464428213682,191.21461602743352,80.81098485524208,137.57520709151063,130.09188659637573,95.39512532887002,158.24185556518975,159.95055283173113,162.70189162498207,145.28760792882952,123.93909445620928,146.8792199314529,171.93283886267088,110.4914396231692,180.2618008052527,198.27834251480363,202.29268499720285,139.78450157938937,171.78101280682978,148.1165528139112,129.35170983782697,175.3778281387052,134.18657265705787,163.61620110608456,134.87779348319094,140.62456910863852,155.67457700560223,155.9491611888526,122.6332914306823,1.692911034461308,3.7087742646422353,0.21236949231329916
51,202.0764125735601,184.1749222524507,192.29918837072367,89.9971318628402,144.78258015712981,140.82956176882774,101.76008915996172,156.16702773111206,193.75243087741538,167.9775887083054,156.7172185323118,128.33989526698844,149.76453065203762,174.31647495761177,112.5872218716157,182.3458965151504,200.6190583402294,210.94078948685285,149.47403826438452,180.98821317409016,151.0904635478213,145.24808478105626,204.1033838673716,157.86378559891025,169.06610786941212,155.2326543432818,147.50693986703288,164.147449380549,164.66599967568715,123.83082631732997,1.816629764228981,3.4908613692606485,0.22267443097773348
52,207.0561313024045,191.52774489944412,196.32905427027333,99.73274407281943,159.78934896085508,163.63426411910027,126.66028791672188,152.40816199640548,201.76007347647308,169.48972565244395,165.58604798380986,132.69392793572933,152.36227336808682,177.87576803542598,112.54962266010399,179.8326310918661,202.07740202649464,222.574029504259,152.6386715483838,184.9723773419866,160.05852413473008,177.21678138711522,216.3699397263985,164.99859878266477,175.04389876722675,171.10517247686772,149.84887601774457,168.54518288723114,208.3789639123267,124.6758630990947,1.9492318639526551,3.2830330579565246,0.23347940267290615
53,210.8326092993455,196.65997130726228,201.09296232017775,104.99812885778078,166.79207017785137,172.3127118320755,134.81466638596868,157.1973340779046,207.96011749122354,173.88712934148126,175.42034163312502,149.04188919827283,164.55548877682293,178.65033378041,113.21957024814493,180.73894799204197,205.2998303557913,230.59994400084082,157.19744401711955,187.52696891616927,164.82423518775963,188.0882745720001,222.6601338974051,174.90060399446548,175.61062442635443,156.2577825530504,133.1213386216768,171.0532261978055,241.86442590347343,126.28646160413932,2.0913186379277984,3.084822635834013,0.24480867081657914
54,225.440254777129,211.46836579153808,206.130509076084,107.00412374938047,179.14680828118688,178.76597884061223,143.42844785271237,162.81483218049658,209.40715942619227,178.39957342503854,182.57304192715134,155.42834614588656,177.16180078572046,179.97843247872814,102.3286617979005,182.30208573799422,208.5643214287265,236.81157560884662,165.67542856556136,187.23281555265845,169.7104835960565,198.3345214536413,222.91965640820777,179.7235274149532,175.39285682938842,155.02541892310768,149.424730526481,171.17434623091205,257.96964137941507,129.14747575822088,2.243523728247219,2.8957850057274284,0.2566876761756205
55,232.58652362708096,220.02146081163133,210.90600471924378,119.62310075583986,193.4178638584902,179.6855214283462,145.79379006228618,166.38697715253804,207.87047305535617,180.95829871370321,203.23851405123054,160.1620209116807,183.3095357219994,182.28761773730724,108.66407396801458,185.06758470213026,217.42045290089823,238.88641443684583,169.49243015713162,187.4859835768372,172.4074574475164,215.16540171175876,220.2240787847777,180.53482385165083,180.71785065669374,185.35901157311042,160.43618732591426,172.2409984821659,266.76528429552326,133.43278542369873,2.3897090876674634,2.7331426173187188,0.2678708269437177
56,239.4812295653923,243.64306649856377,222.0369104757164,131.12473253903354,199.44631474655216,185.15349120468943,146.77034712689138,168.99240461971198,205.99352481426067,186.10464131672052,209.7943873290768,167.0106403310865,185.93544486491786,187.71294209217277,121.60887782581088,187.71085324708878,226.45662083146635,238.29091768516665,179.385937067617,195.03040828763937,173.3326289230556,223.69952122335224,219.29634572553024,186.1540260120745,200.52352116244091,195.68261168638796,199.0024461601272,178.91462765314137,271.7453328420125,137.2492043374298,2.5451363312863258,2.5772902716018935,0.27954119573086944
57,239.50891225971586,252.5376986838098,229.00285702531312,135.1037075759845,201.35822365800067,210.9345229516009,148.45097691185694,170.21828183597285,205.49794082112487,190.03947575887045,211.24692622479287,174.67689967989236,202.23098710977487,204.63852399004514,127.4718482075354,190.3270547573275,240.28598461880065,239.27973297223838,185.10977937282672,198.48720503535898,176.75334362042977,228.73790351729207,222.67565731455554,190.10783596272418,210.28500206969701,209.00084607559302,210.98285223049137,181.16222496350747,268.61655073600724,127.43126964329865,2.691478124062512,2.4442257045541464,0.29034101878914165
58,238.96097521242254,259.4215646155274,233.05635985607628,138.95318521164998,201.60826940847497,215.99680603087012,149.993885842259,187.77422221058393,206.424310634107,192.1805199821104,211.3243014442722,180.02686070291205,212.01100376867097,233.02687415862763,131.03144911515145,194.91688505428564,248.27788392227802,241.04203659998768,192.69065992730512,201.88296353094026,182.8558275758367,240.1636002847222,224.13817869098872,198.08535521688654,215.46111621212182,175.84466302713253,223.7084262997629,170.81071128355504,263.22735240717316,130.7909460885345,2.845920886480546,2.3161107439568918,0.30155808331261197
59,241.2974253963084,264.45590114635723,236.02867647136966,161.9668380338498,199.45192164651445,218.31186204352738,121.79386154887986,212.67244206147507,208.69970057801157,195.04441454362356,206.67075037833106,182.10968111791635,214.43582309353084,238.53573032900948,139.66909838546005,199.13918855567766,250.68724579351638,241.66976752948918,201.95879960141036,210.63443287048295,190.0880688918768,243.81164729076272,225.20469901518467,219.74850372876216,218.8182860432569,219.22334608680578,228.54720295504586,174.64257665698608,260.29718648689027,136.3746818582164,2.9880126158977816,2.207925472383703,0.3117279402557108
60,241.14733638006342,267.6877402724533,236.4103854256639,168.01378069786577,198.8222557868299,220.38465600212857,123.27770013909118,220.99081685765753,210.61712843805037,197.08580986243604,203.85898899254553,186.4362839525281,216.4077808041831,241.52917726141558,147.4154924280404,204.34133630420177,253.59559977355391,243.1463611254355,205.88217837736286,213.60118656150004,194.72002789600245,247.9760568015639,225.72477746541054,249.11194877039108,223.97606232462863,214.3493888827399,242.4075476131521,190.17775730343016,259.6623534841032,153.80400523897362,3.136877269874514,2.1032696525957713,0.32224076923625916
